sni_id,year,bran_energi
forlag,2012,14
forlag,2013,13
forlag,2014,11
forlag,2015,11
forlag,2016,12
forlag,2017,11
forlag,2018,12
forlag,2019,12
forlag,2020,11
forlag,2021,11
forlag,2022,10
forlag,2023,
film_vide_j,2007,
film_vide_j,2008,18
film_vide_j,2009,18
film_vide_j,2010,17
film_vide_j,2011,18
film_vide_j,2012,17
film_vide_j,2013,16
film_vide_j,2014,16
film_vide_j,2015,16
film_vide_j,2016,18
film_vide_j,2017,17
film_vide_j,2018,18
film_vide_j,2019,19
film_vide_j,2020,19
film_vide_j,2021,19
film_vide_j,2022,14
film_vide_j,2023,
telekommunikation_j,2007,
telekommunikation_j,2008,19
telekommunikation_j,2009,16
telekommunikation_j,2010,13
telekommunikation_j,2011,16
telekommunikation_j,2012,14
telekommunikation_j,2013,14
telekommunikation_j,2014,13
telekommunikation_j,2015,13
telekommunikation_j,2016,15
telekommunikation_j,2017,15
telekommunikation_j,2018,17
telekommunikation_j,2019,17
telekommunikation_j,2020,18
telekommunikation_j,2021,18
telekommunikation_j,2022,16
telekommunikation_j,2023,
dataprogrammering_data,2007,
dataprogrammering_data,2008,87
dataprogrammering_data,2009,90
dataprogrammering_data,2010,78
dataprogrammering_data,2011,80
dataprogrammering_data,2012,71
dataprogrammering_data,2013,68
dataprogrammering_data,2014,63
dataprogrammering_data,2015,65
dataprogrammering_data,2016,73
dataprogrammering_data,2017,74
dataprogrammering_data,2018,82
dataprogrammering_data,2019,83
dataprogrammering_data,2020,77
dataprogrammering_data,2021,73
dataprogrammering_data,2022,66
dataprogrammering_data,2023,
banker,2007,
banker,2008,36
banker,2009,31
banker,2010,49
banker,2011,45
banker,2012,48
banker,2013,47
banker,2014,43
banker,2015,50
banker,2016,61
banker,2017,69
banker,2018,76
banker,2019,83
banker,2020,85
banker,2021,130
banker,2022,101
banker,2023,
forsakrings,2007,
forsakrings,2008,11
forsakrings,2009,12
forsakrings,2010,16
forsakrings,2011,9
forsakrings,2012,8
forsakrings,2013,8
forsakrings,2014,8
forsakrings,2015,8
forsakrings,2016,10
forsakrings,2017,10
forsakrings,2018,8
forsakrings,2019,7
forsakrings,2020,7
forsakrings,2021,7
forsakrings,2022,5
forsakrings,2023,
serviceforetag_fin,2007,
serviceforetag_fin,2008,16
serviceforetag_fin,2009,24
serviceforetag_fin,2010,9
serviceforetag_fin,2011,8
serviceforetag_fin,2012,7
serviceforetag_fin,2013,7
serviceforetag_fin,2014,7
serviceforetag_fin,2015,7
serviceforetag_fin,2016,8
serviceforetag_fin,2017,8
serviceforetag_fin,2018,9
serviceforetag_fin,2019,9
serviceforetag_fin,2020,9
serviceforetag_fin,2021,9
serviceforetag_fin,2022,6
serviceforetag_fin,2023,
fastighetsbolag_g,2007,
fastighetsbolag_g,2008,122
fastighetsbolag_g,2009,127
fastighetsbolag_g,2010,133
fastighetsbolag_g,2011,140
fastighetsbolag_g,2012,134
fastighetsbolag_g,2013,129
fastighetsbolag_g,2014,130
fastighetsbolag_g,2015,137
fastighetsbolag_g,2016,155
fastighetsbolag_g,2017,154
fastighetsbolag_g,2018,168
fastighetsbolag_g,2019,184
fastighetsbolag_g,2020,172
fastighetsbolag_g,2021,170
fastighetsbolag_g,2022,154
fastighetsbolag_g,2023,
juridisk_ek,2007,
juridisk_ek,2008,239
juridisk_ek,2009,239
juridisk_ek,2010,214
juridisk_ek,2011,217
juridisk_ek,2012,199
juridisk_ek,2013,196
juridisk_ek,2014,184
juridisk_ek,2015,190
juridisk_ek,2016,215
juridisk_ek,2017,213
juridisk_ek,2018,231
juridisk_ek,2019,252
juridisk_ek,2020,239
juridisk_ek,2021,191
juridisk_ek,2022,174
juridisk_ek,2023,
arkitekt_tekn,2007,
arkitekt_tekn,2008,120
arkitekt_tekn,2009,125
arkitekt_tekn,2010,117
arkitekt_tekn,2011,119
arkitekt_tekn,2012,113
arkitekt_tekn,2013,114
arkitekt_tekn,2014,107
arkitekt_tekn,2015,114
arkitekt_tekn,2016,130
arkitekt_tekn,2017,134
arkitekt_tekn,2018,150
arkitekt_tekn,2019,161
arkitekt_tekn,2020,155
arkitekt_tekn,2021,148
arkitekt_tekn,2022,134
arkitekt_tekn,2023,
reklam_und,2007,
reklam_und,2008,84
reklam_und,2009,87
reklam_und,2010,80
reklam_und,2011,81
reklam_und,2012,75
reklam_und,2013,73
reklam_und,2014,70
reklam_und,2015,73
reklam_und,2016,81
reklam_und,2017,80
reklam_und,2018,86
reklam_und,2019,88
reklam_und,2020,82
reklam_und,2021,80
reklam_und,2022,73
reklam_und,2023,
uthyrningsfirmor,2007,
uthyrningsfirmor,2008,145
uthyrningsfirmor,2009,160
uthyrningsfirmor,2010,170
uthyrningsfirmor,2011,167
uthyrningsfirmor,2012,158
uthyrningsfirmor,2013,164
uthyrningsfirmor,2014,153
uthyrningsfirmor,2015,183
uthyrningsfirmor,2016,219
uthyrningsfirmor,2017,228
uthyrningsfirmor,2018,286
uthyrningsfirmor,2019,318
uthyrningsfirmor,2020,300
uthyrningsfirmor,2021,326
uthyrningsfirmor,2022,296
uthyrningsfirmor,2023,
arbetsformedling_rese,2007,
arbetsformedling_rese,2008,153
arbetsformedling_rese,2009,156
arbetsformedling_rese,2010,167
arbetsformedling_rese,2011,178
arbetsformedling_rese,2012,172
arbetsformedling_rese,2013,180
arbetsformedling_rese,2014,172
arbetsformedling_rese,2015,184
arbetsformedling_rese,2016,213
arbetsformedling_rese,2017,219
arbetsformedling_rese,2018,245
arbetsformedling_rese,2019,265
arbetsformedling_rese,2020,260
arbetsformedling_rese,2021,258
arbetsformedling_rese,2022,231
arbetsformedling_rese,2023,
offentlig_forv,2007,
offentlig_forv,2008,1
offentlig_forv,2009,1
offentlig_forv,2010,1
offentlig_forv,2011,1
offentlig_forv,2012,1
offentlig_forv,2013,1
offentlig_forv,2014,1
offentlig_forv,2015,1
offentlig_forv,2016,1
offentlig_forv,2017,1
offentlig_forv,2018,1
offentlig_forv,2019,1
offentlig_forv,2020,1
offentlig_forv,2021,1
offentlig_forv,2022,1
offentlig_forv,2023,
utbildning,2007,
utbildning,2008,55
utbildning,2009,60
utbildning,2010,58
utbildning,2011,59
utbildning,2012,58
utbildning,2013,59
utbildning,2014,58
utbildning,2015,61
utbildning,2016,69
utbildning,2017,70
utbildning,2018,77
utbildning,2019,81
utbildning,2020,78
utbildning,2021,79
utbildning,2022,56
utbildning,2023,
halso,2007,
halso,2008,55
halso,2009,57
halso,2010,52
halso,2011,53
halso,2012,51
halso,2013,50
halso,2014,46
halso,2015,48
halso,2016,55
halso,2017,54
halso,2018,57
halso,2019,58
halso,2020,55
halso,2021,54
halso,2022,49
halso,2023,
vard,2007,
vard,2008,23
vard,2009,25
vard,2010,26
vard,2011,27
vard,2012,27
vard,2013,28
vard,2014,28
vard,2015,31
vard,2016,38
vard,2017,37
vard,2018,40
vard,2019,39
vard,2020,38
vard,2021,39
vard,2022,35
vard,2023,
kultur_noje,2007,
kultur_noje,2008,105
kultur_noje,2009,111
kultur_noje,2010,109
kultur_noje,2011,119
kultur_noje,2012,118
kultur_noje,2013,121
kultur_noje,2014,118
kultur_noje,2015,126
kultur_noje,2016,143
kultur_noje,2017,146
kultur_noje,2018,154
kultur_noje,2019,165
kultur_noje,2020,156
kultur_noje,2021,158
kultur_noje,2022,104
kultur_noje,2023,
annan_serv,2007,
annan_serv,2008,99
annan_serv,2009,105
annan_serv,2010,102
annan_serv,2011,113
annan_serv,2012,106
annan_serv,2013,103
annan_serv,2014,102
annan_serv,2015,104
annan_serv,2016,117
annan_serv,2017,115
annan_serv,2018,121
annan_serv,2019,125
annan_serv,2020,121
annan_serv,2021,118
annan_serv,2022,107
annan_serv,2023,
internationella_org,2007,
internationella_org,2008,0
internationella_org,2009,0
internationella_org,2010,0
internationella_org,2011,0
internationella_org,2012,0
internationella_org,2013,0
internationella_org,2014,0
internationella_org,2015,0
internationella_org,2016,0
internationella_org,2017,0
internationella_org,2018,0
internationella_org,2019,1
internationella_org,2020,0
internationella_org,2021,0
internationella_org,2022,0
internationella_org,2023,
exp_export,2007,
exp_export,2008,187
exp_export,2009,197
exp_export,2010,239
exp_export,2011,216
exp_export,2012,206
exp_export,2013,247
exp_export,2014,213
exp_export,2015,266
exp_export,2016,317
exp_export,2017,327
exp_export,2018,366
exp_export,2019,387
exp_export,2020,372
exp_export,2021,371
exp_export,2022,337
exp_export,2023,
offentlig_sekt,2007,
offentlig_sekt,2008,368
offentlig_sekt,2009,362
offentlig_sekt,2010,356
offentlig_sekt,2011,338
offentlig_sekt,2012,343
offentlig_sekt,2013,325
offentlig_sekt,2014,311
offentlig_sekt,2015,330
offentlig_sekt,2016,377
offentlig_sekt,2017,380
offentlig_sekt,2018,411
offentlig_sekt,2019,455
offentlig_sekt,2020,445
offentlig_sekt,2021,448
offentlig_sekt,2022,406
offentlig_sekt,2023,
hushall,2007,
hushall,2008,17
hushall,2009,17
hushall,2010,16
hushall,2011,16
hushall,2012,16
hushall,2013,16
hushall,2014,16
hushall,2015,17
hushall,2016,19
hushall,2017,18
hushall,2018,20
hushall,2019,22
hushall,2020,20
hushall,2021,19
hushall,2022,18
hushall,2023,
privat_kons,2007,
privat_kons,2008,11405
privat_kons,2009,11870
privat_kons,2010,11577
privat_kons,2011,10751
privat_kons,2012,10520
privat_kons,2013,10422
privat_kons,2014,10212
privat_kons,2015,10668
privat_kons,2016,12118
privat_kons,2017,12062
privat_kons,2018,12410
privat_kons,2019,12741
privat_kons,2020,12105
privat_kons,2021,12284
privat_kons,2022,11135
privat_kons,2023,
bransch_ospe,2007,
bransch_ospe,2008,0
bransch_ospe,2009,0
bransch_ospe,2010,0
bransch_ospe,2011,0
bransch_ospe,2012,0
bransch_ospe,2013,0
bransch_ospe,2014,0
bransch_ospe,2015,0
bransch_ospe,2016,0
bransch_ospe,2017,0
bransch_ospe,2018,0
bransch_ospe,2019,0
bransch_ospe,2020,0
bransch_ospe,2021,0
bransch_ospe,2022,0
bransch_ospe,2023,
