sni_id,year,vaxthus_utslapp
icke_met_andra,2013,3157
icke_met_andra,2014,3100
icke_met_andra,2015,3255
icke_met_andra,2016,3337
icke_met_andra,2017,3304
icke_met_andra,2018,3382
icke_met_andra,2019,2930
icke_met_andra,2020,2760
icke_met_andra,2021,2752
icke_met_andra,2022,2647
icke_met_andra,2023,2570
industri_for_bas,2008,1508
industri_for_bas,2009,1372
industri_for_bas,2010,1616
industri_for_bas,2011,1315
industri_for_bas,2012,1313
industri_for_bas,2013,1317
industri_for_bas,2014,1240
industri_for_bas,2015,1214
industri_for_bas,2016,1268
industri_for_bas,2017,1260
industri_for_bas,2018,1255
industri_for_bas,2019,1225
industri_for_bas,2020,914
industri_for_bas,2021,1309
industri_for_bas,2022,1108
industri_for_bas,2023,1132
industri_for_met,2008,266
industri_for_met,2009,240
industri_for_met,2010,250
industri_for_met,2011,220
industri_for_met,2012,223
industri_for_met,2013,211
industri_for_met,2014,205
industri_for_met,2015,190
industri_for_met,2016,180
industri_for_met,2017,186
industri_for_met,2018,171
industri_for_met,2019,172
industri_for_met,2020,142
industri_for_met,2021,142
industri_for_met,2022,131
industri_for_met,2023,130
industri_for_mot,2008,257
industri_for_mot,2009,203
industri_for_mot,2010,236
industri_for_mot,2011,214
industri_for_mot,2012,212
industri_for_mot,2013,220
industri_for_mot,2014,177
industri_for_mot,2015,181
industri_for_mot,2016,150
industri_for_mot,2017,179
industri_for_mot,2018,183
industri_for_mot,2019,169
industri_for_mot,2020,133
industri_for_mot,2021,143
industri_for_mot,2022,125
industri_for_mot,2023,144
industri_for_sten,2008,3119
industri_for_sten,2009,3105
industri_for_sten,2010,3057
industri_for_sten,2011,2933
industri_for_sten,2012,3107
industri_for_sten,2013,2688
industri_for_sten,2014,2877
industri_for_sten,2015,2950
industri_for_sten,2016,2891
industri_for_sten,2017,2968
industri_for_sten,2018,3107
industri_for_sten,2019,2497
industri_for_sten,2020,2394
industri_for_sten,2021,2835
industri_for_sten,2022,2782
industri_for_sten,2023,2758
industri_for_tra,2008,254
industri_for_tra,2009,247
industri_for_tra,2010,257
industri_for_tra,2011,251
industri_for_tra,2012,233
industri_for_tra,2013,213
industri_for_tra,2014,204
industri_for_tra,2015,207
industri_for_tra,2016,280
industri_for_tra,2017,289
industri_for_tra,2018,301
industri_for_tra,2019,303
industri_for_tra,2020,298
industri_for_tra,2021,302
industri_for_tra,2022,291
industri_for_tra,2023,266
internationella_org,2008,0
internationella_org,2009,0
internationella_org,2010,0
internationella_org,2011,0
internationella_org,2012,0
internationella_org,2013,0
internationella_org,2014,0
internationella_org,2015,0
internationella_org,2016,0
internationella_org,2017,0
internationella_org,2018,0
internationella_org,2019,0
internationella_org,2020,0
internationella_org,2021,0
internationella_org,2022,0
internationella_org,2023,0
jordbruksforetag_serv,2008,7724
jordbruksforetag_serv,2009,7432
jordbruksforetag_serv,2010,7657
jordbruksforetag_serv,2011,7600
jordbruksforetag_serv,2012,7484
jordbruksforetag_serv,2013,7516
jordbruksforetag_serv,2014,7532
jordbruksforetag_serv,2015,7530
jordbruksforetag_serv,2016,7439
jordbruksforetag_serv,2017,7530
jordbruksforetag_serv,2018,7213
jordbruksforetag_serv,2019,7256
jordbruksforetag_serv,2020,7312
jordbruksforetag_serv,2021,7193
jordbruksforetag_serv,2022,7216
jordbruksforetag_serv,2023,7127
juridisk_ek,2008,312
juridisk_ek,2009,293
juridisk_ek,2010,286
juridisk_ek,2011,291
juridisk_ek,2012,264
juridisk_ek,2013,259
juridisk_ek,2014,252
juridisk_ek,2015,225
juridisk_ek,2016,210
juridisk_ek,2017,203
juridisk_ek,2018,191
juridisk_ek,2019,193
juridisk_ek,2020,175
juridisk_ek,2021,131
juridisk_ek,2022,113
juridisk_ek,2023,107
kultur_noje,2008,149
kultur_noje,2009,149
kultur_noje,2010,152
kultur_noje,2011,159
kultur_noje,2012,152
kultur_noje,2013,149
kultur_noje,2014,145
kultur_noje,2015,144
kultur_noje,2016,136
kultur_noje,2017,135
kultur_noje,2018,127
kultur_noje,2019,129
kultur_noje,2020,121
kultur_noje,2021,122
kultur_noje,2022,114
kultur_noje,2023,122
landtransportforetag_rort,2008,3700
landtransportforetag_rort,2009,3370
landtransportforetag_rort,2010,3512
landtransportforetag_rort,2011,3425
landtransportforetag_rort,2012,3050
landtransportforetag_rort,2013,2773
landtransportforetag_rort,2014,2651
landtransportforetag_rort,2015,2559
landtransportforetag_rort,2016,2264
landtransportforetag_rort,2017,2109
landtransportforetag_rort,2018,1963
landtransportforetag_rort,2019,1930
landtransportforetag_rort,2020,1770
landtransportforetag_rort,2021,1825
landtransportforetag_rort,2022,1606
landtransportforetag_rort,2023,1580
livsmedel_dryck_tob,2008,884
livsmedel_dryck_tob,2009,899
livsmedel_dryck_tob,2010,872
livsmedel_dryck_tob,2011,862
livsmedel_dryck_tob,2012,837
livsmedel_dryck_tob,2013,794
livsmedel_dryck_tob,2014,767
livsmedel_dryck_tob,2015,703
livsmedel_dryck_tob,2016,734
livsmedel_dryck_tob,2017,691
livsmedel_dryck_tob,2018,655
livsmedel_dryck_tob,2019,636
livsmedel_dryck_tob,2020,627
livsmedel_dryck_tob,2021,570
livsmedel_dryck_tob,2022,550
livsmedel_dryck_tob,2023,510
magasinering,2008,684
magasinering,2009,729
magasinering,2010,688
magasinering,2011,688
magasinering,2012,637
magasinering,2013,617
magasinering,2014,612
magasinering,2015,673
magasinering,2016,609
magasinering,2017,576
magasinering,2018,574
magasinering,2019,587
magasinering,2020,597
magasinering,2021,631
magasinering,2022,590
magasinering,2023,595
massa_papp,2008,1868
massa_papp,2009,1568
massa_papp,2010,1642
massa_papp,2011,1501
massa_papp,2012,1394
massa_papp,2013,1152
massa_papp,2014,994
massa_papp,2015,927
massa_papp,2016,1064
massa_papp,2017,1044
massa_papp,2018,1106
massa_papp,2019,1052
massa_papp,2020,991
massa_papp,2021,1024
massa_papp,2022,938
massa_papp,2023,1098
metaller,2008,5952
metaller,2009,3376
metaller,2010,5672
metaller,2011,5298
metaller,2012,4484
metaller,2013,4563
metaller,2014,4630
metaller,2015,4844
metaller,2016,4856
metaller,2017,4670
metaller,2018,4467
metaller,2019,5669
metaller,2020,4426
metaller,2021,4788
metaller,2022,4995
metaller,2023,4723
nationell_tota_exk,2008,62344.5
nationell_tota_exk,2009,58122.7
nationell_tota_exk,2010,64123.2
nationell_tota_exk,2011,59742.6
nationell_tota_exk,2012,56829.5
nationell_tota_exk,2013,55209.9
nationell_tota_exk,2014,53481.9
nationell_tota_exk,2015,53283.7
nationell_tota_exk,2016,53198.3
nationell_tota_exk,2017,52294.3
nationell_tota_exk,2018,51434.3
nationell_tota_exk,2019,50196.4
nationell_tota_exk,2020,45981.9
nationell_tota_exk,2021,47721.8
nationell_tota_exk,2022,45215.4
nationell_tota_exk,2023,44386
nationell_total,2008,71747.4
nationell_total,2009,67599.6
nationell_total,2010,73220.4
nationell_total,2011,67896.4
nationell_total,2012,64623.9
nationell_total,2013,62753.1
nationell_total,2014,61492.3
nationell_total,2015,61348.7
nationell_total,2016,62200.6
nationell_total,2017,62518.3
nationell_total,2018,60125.1
nationell_total,2019,60011.4
nationell_total,2020,55346.9
nationell_total,2021,56335.5
nationell_total,2022,54146.8
nationell_total,2023,51956.4
nationell_tota_ink,2008,10080.4
nationell_tota_ink,2009,6505.6
nationell_tota_ink,2010,11419.3
nationell_tota_ink,2011,6967
nationell_tota_ink,2012,5499.1
nationell_tota_ink,2013,3735.7
nationell_tota_ink,2014,3710.9
nationell_tota_ink,2015,6032.1
nationell_tota_ink,2016,9758.9
nationell_tota_ink,2017,16146.3
nationell_tota_ink,2018,20344.3
nationell_tota_ink,2019,20244
nationell_tota_ink,2020,15995.5
nationell_tota_ink,2021,19669.1
nationell_tota_ink,2022,20532.8
nationell_tota_ink,2023,20732.8
offentlig_sekt,2008,578
offentlig_sekt,2009,545
offentlig_sekt,2010,560
offentlig_sekt,2011,497
offentlig_sekt,2012,508
offentlig_sekt,2013,444
offentlig_sekt,2014,415
offentlig_sekt,2015,408
offentlig_sekt,2016,397
offentlig_sekt,2017,379
offentlig_sekt,2018,364
offentlig_sekt,2019,389
offentlig_sekt,2020,372
offentlig_sekt,2021,361
offentlig_sekt,2022,320
offentlig_sekt,2023,324
ovrig_mask,2008,194
ovrig_mask,2009,150
ovrig_mask,2010,161
ovrig_mask,2011,137
ovrig_mask,2012,134
ovrig_mask,2013,129
ovrig_mask,2014,137
ovrig_mask,2015,141
ovrig_mask,2016,144
ovrig_mask,2017,139
ovrig_mask,2018,130
ovrig_mask,2019,116
ovrig_mask,2020,100
ovrig_mask,2021,113
ovrig_mask,2022,109
ovrig_mask,2023,106
privat_kons,2008,11379
privat_kons,2009,11307
privat_kons,2010,11060
privat_kons,2011,10328
privat_kons,2012,9955
privat_kons,2013,9920
privat_kons,2014,9861
privat_kons,2015,10006
privat_kons,2016,9780
privat_kons,2017,9678
privat_kons,2018,9183
privat_kons,2019,9030
privat_kons,2020,8401
privat_kons,2021,8415
privat_kons,2022,7441
privat_kons,2023,7290
rederier,2008,4333
rederier,2009,3787
rederier,2010,3818
rederier,2011,2476
rederier,2012,1837
rederier,2013,2193
rederier,2014,2316
rederier,2015,3040
rederier,2016,3591
rederier,2017,3205
rederier,2018,3386
rederier,2019,3399
rederier,2020,2825
rederier,2021,2854
rederier,2022,3081
rederier,2023,3077
reklam_und,2008,92
reklam_und,2009,91
reklam_und,2010,88
reklam_und,2011,89
reklam_und,2012,83
reklam_und,2013,79
reklam_und,2014,77
reklam_und,2015,76
reklam_und,2016,72
reklam_und,2017,70
reklam_und,2018,67
reklam_und,2019,66
reklam_und,2020,60
reklam_und,2021,58
reklam_und,2022,50
reklam_und,2023,48
reparationsverkstader,2008,77
reparationsverkstader,2009,74
reparationsverkstader,2010,81
reparationsverkstader,2011,81
reparationsverkstader,2012,82
reparationsverkstader,2013,81
reparationsverkstader,2014,75
reparationsverkstader,2015,72
reparationsverkstader,2016,74
reparationsverkstader,2017,72
reparationsverkstader,2018,70
reparationsverkstader,2019,69
reparationsverkstader,2020,71
reparationsverkstader,2021,72
reparationsverkstader,2022,68
reparationsverkstader,2023,67
serviceforetag_fin,2008,20
serviceforetag_fin,2009,29
serviceforetag_fin,2010,12
serviceforetag_fin,2011,10
serviceforetag_fin,2012,9
serviceforetag_fin,2013,9
serviceforetag_fin,2014,9
serviceforetag_fin,2015,9
serviceforetag_fin,2016,8
serviceforetag_fin,2017,8
serviceforetag_fin,2018,7
serviceforetag_fin,2019,7
serviceforetag_fin,2020,7
serviceforetag_fin,2021,6
serviceforetag_fin,2022,5
serviceforetag_fin,2023,5
skogsbruksforetag,2008,1001
skogsbruksforetag,2009,987
skogsbruksforetag,2010,994
skogsbruksforetag,2011,1045
skogsbruksforetag,2012,1015
skogsbruksforetag,2013,963
skogsbruksforetag,2014,932
skogsbruksforetag,2015,925
skogsbruksforetag,2016,856
skogsbruksforetag,2017,826
skogsbruksforetag,2018,777
skogsbruksforetag,2019,793
skogsbruksforetag,2020,771
skogsbruksforetag,2021,768
skogsbruksforetag,2022,663
skogsbruksforetag,2023,677
telekommunikation_j,2008,42
telekommunikation_j,2009,35
telekommunikation_j,2010,34
telekommunikation_j,2011,35
telekommunikation_j,2012,27
telekommunikation_j,2013,26
telekommunikation_j,2014,25
telekommunikation_j,2015,16
telekommunikation_j,2016,15
telekommunikation_j,2017,14
telekommunikation_j,2018,14
telekommunikation_j,2019,13
telekommunikation_j,2020,13
telekommunikation_j,2021,14
telekommunikation_j,2022,12
telekommunikation_j,2023,11
textil_bekl,2008,54
textil_bekl,2009,49
textil_bekl,2010,50
textil_bekl,2011,45
textil_bekl,2012,42
textil_bekl,2013,39
textil_bekl,2014,34
textil_bekl,2015,30
textil_bekl,2016,29
textil_bekl,2017,26
textil_bekl,2018,21
textil_bekl,2019,20
textil_bekl,2020,18
textil_bekl,2021,18
textil_bekl,2022,19
textil_bekl,2023,20
tillverkning_mob,2008,75
tillverkning_mob,2009,62
tillverkning_mob,2010,69
tillverkning_mob,2011,65
tillverkning_mob,2012,62
tillverkning_mob,2013,63
tillverkning_mob,2014,57
tillverkning_mob,2015,51
tillverkning_mob,2016,47
tillverkning_mob,2017,44
tillverkning_mob,2018,39
tillverkning_mob,2019,40
tillverkning_mob,2020,36
tillverkning_mob,2021,42
tillverkning_mob,2022,36
tillverkning_mob,2023,36
totalt_tota,2008,207822.3
totalt_tota,2009,190634.9
totalt_tota,2010,213144.9
totalt_tota,2011,193780
totalt_tota,2012,182730.5
totalt_tota,2013,176023.7
totalt_tota,2014,171582.1
totalt_tota,2015,174336.5
totalt_tota,2016,179858.8
totalt_tota,2017,184384.9
totalt_tota,2018,184471.7
totalt_tota,2019,181835.8
totalt_tota,2020,163299.3
totalt_tota,2021,171764.4
totalt_tota,2022,166892
totalt_tota,2023,163415.2
utbildning,2008,72
utbildning,2009,73
utbildning,2010,75
utbildning,2011,73
utbildning,2012,69
utbildning,2013,69
utbildning,2014,68
utbildning,2015,66
utbildning,2016,62
utbildning,2017,61
utbildning,2018,60
utbildning,2019,60
utbildning,2020,56
utbildning,2021,56
utbildning,2022,50
utbildning,2023,48
uthyrningsfirmor,2008,219
uthyrningsfirmor,2009,241
uthyrningsfirmor,2010,264
uthyrningsfirmor,2011,270
uthyrningsfirmor,2012,259
uthyrningsfirmor,2013,292
uthyrningsfirmor,2014,240
uthyrningsfirmor,2015,250
uthyrningsfirmor,2016,252
uthyrningsfirmor,2017,245
uthyrningsfirmor,2018,261
uthyrningsfirmor,2019,271
uthyrningsfirmor,2020,249
uthyrningsfirmor,2021,259
uthyrningsfirmor,2022,244
uthyrningsfirmor,2023,237
utvinning_min,2008,778
utvinning_min,2009,644
utvinning_min,2010,880
utvinning_min,2011,887
utvinning_min,2012,909
utvinning_min,2013,881
utvinning_min,2014,937
utvinning_min,2015,920
utvinning_min,2016,923
utvinning_min,2017,934
utvinning_min,2018,884
utvinning_min,2019,900
utvinning_min,2020,897
utvinning_min,2021,887
utvinning_min,2022,826
utvinning_min,2023,802
vard,2008,29
vard,2009,30
vard,2010,32
vard,2011,34
vard,2012,32
vard,2013,33
vard,2014,33
vard,2015,34
vard,2016,35
vard,2017,33
vard,2018,31
vard,2019,29
vard,2020,27
vard,2021,27
vard,2022,24
vard,2023,24
vatt_och_avl,2008,2740
vatt_och_avl,2009,2648
vatt_och_avl,2010,2556
vatt_och_avl,2011,2449
vatt_och_avl,2012,2289
vatt_och_avl,2013,2162
vatt_och_avl,2014,2028
vatt_och_avl,2015,1914
vatt_och_avl,2016,1831
vatt_och_avl,2017,1757
vatt_och_avl,2018,1645
vatt_och_avl,2019,1527
vatt_och_avl,2020,1441
vatt_och_avl,2021,1397
vatt_och_avl,2022,1336
vatt_och_avl,2023,1286
vattenforsorjning_e,2008,12
vattenforsorjning_e,2009,11
vattenforsorjning_e,2010,14
vattenforsorjning_e,2011,15
vattenforsorjning_e,2012,16
vattenforsorjning_e,2013,16
vattenforsorjning_e,2014,17
vattenforsorjning_e,2015,17
vattenforsorjning_e,2016,16
vattenforsorjning_e,2017,16
vattenforsorjning_e,2018,14
vattenforsorjning_e,2019,15
vattenforsorjning_e,2020,16
vattenforsorjning_e,2021,17
vattenforsorjning_e,2022,14
vattenforsorjning_e,2023,16
